"","country_name","country_code","Year","IQ.SCI.OVRL","IQ.SCI.MTHD","IQ.SCI.PRDC","IQ.SCI.SRCE","Access to water [5.51.01.09.water]","Agricultural census [3.01.04.01.agcen]","Balance of payments manual in use [2.04.01.01.excncpt]","Child malnutrition [5.51.01.02.malnut]","Child mortality [5.51.01.03.mortal]","Consumer price index base year [2.01.03.01.prcpbase]","External debt reporting status [5.04.01.01.exdebt]","Gender equality [5.51.01.07.gender]","Government finance accounting [3.02.01.02.fscov]","Health survey [5.13.01.01.hlthsurv]","HIV/AIDS [5.51.01.05.hiv]","Immunization [5.51.01.04.immun]","Import and export price indexes [5.04.01.02.impexp]","Income poverty [5.51.01.01.poverty]","Industrial production index [5.01.01.01.indust]","Maternal health [5.51.01.06.matern]","National accounts base year [2.01.01.02.nabase]","National immunization coverage [5.13.01.01.who]","Per capita GDP growth [5.51.01.10.gdp]","Population census [3.11.01.01.popcen]","Poverty survey [5.14.01.01.povsurv]","Primary completion [5.51.01.08.primcomp]","Special Data Dissemination Standard [5.21.01.01.sdds]","UNESCO reporting [5.12.01.01.unesco]","Vital registration system coverage [3.11.01.03.popreg]"
"44","Algeria","DZA",2013,"51.11111111","50","73.33333333","30","1","0","1","0.66667","1","0","1","1","0","0.5","0","1","1","0","1","1","0","1","1","1","0","0.66667","0","1","0"
"45","Algeria","DZA",2014,"52.22222222","50","76.66666667","30","1","0","1","0.66667","1","0","1","0.66667","0","0.5","1","1","0","0","1","0.66667","0","1","1","1","0","0.66667","0","1","0"
"46","Algeria","DZA",2015,"53.33336667","50","80.0001","30","1","0","1","0.66667","1","0","1","0.66667","0","0.5","1","1","0","0","1","0.66667","0","1","1","1","0","1","0","1","0"
"47","Algeria","DZA",2016,"55.55556667","50","76.6667","40","1","0","1","0.66667","1","0","1","0.33333","0","1","1","1","0","0","1","0.66667","0","1","1","1","0","1","0","1","0"
"48","Algeria","DZA",2017,"61.1111","60","83.3333","40","1","0","1","0.66667","1","0","1","0.33333","0","1","1","1","0","0.33333","1","1","1","1","1","1","0","1","0","1","0"
"49","Algeria","DZA",2018,"50","50","80","20","1","0","1","0.66667","1","0","1","0","0","0","1","1","0","0.33333","1","1","1","0","1","1","0","1","0","1","0"
"50","Algeria","DZA",2019,"52.2222","50","76.6666","30","1","0","1","0.33333","1","0","1","0","0","0.5","1","1","0","0.33333","1","1","1","0","1","1","0","1","0","1","0"
"51","Algeria","DZA",2020,"49.99996667","50","69.9999","30","1","0","1","0.33333","1","0","1","0","0","0.5","1","1","0","0.33333","1","0.33333","1","0","1","1","0","1","0","1","0"
"52","Angola","AGO",2004,"41.11111111","30","63.33333","30","1","0","0","0.33333","1","1","0","0.33333","0","1","1","1","0","0.33333","0","0.33333","1","1","1","0","0.5","0","0","0","0"
"53","Angola","AGO",2005,"45.55555556","40","66.66667","30","1","0","0","0.66667","1","1","1","0","0","1","1","1","0","0.33333","0","0.66667","1","1","1","0","0.5","0","0","0","0"
"54","Angola","AGO",2006,"45.55555556","40","66.66667","30","1","0","0","0.66667","1","1","1","0","0","1","1","1","0","0.33333","0","0.66667","1","1","1","0","0.5","0","0","0","0"
"55","Angola","AGO",2007,"42.22222222","40","66.66667","20","1","0","0","0.66667","1","1","1","0","0","0.5","1","1","0","0.33333","0","0.66667","1","1","1","0","0.5","0","0","0","0"
"56","Angola","AGO",2008,"42.22222222","50","66.66667","10","1","0","1","0.66667","1","1","1","0","0","0","1","1","0","0.33333","0","0.66667","1","1","1","0","0.5","0","0","0","0"
"57","Angola","AGO",2009,"45.55555556","40","66.66667","30","1","0","1","0.66667","1","1","1","0","0","0.5","1","1","0","0.33333","0","0.66667","0","1","1","0","1","0","0","0","0"
"58","Angola","AGO",2010,"45.55555556","40","66.66667","30","1","0","1","0.33333","1","1","1","0.33333","0","0.5","1","1","0","0.33333","0","0.33333","0","1","1","0","1","0.33333","0","0","0"
"59","Angola","AGO",2011,"47.77777778","40","73.33333","30","1","0","1","0.66667","1","1","1","0.33333","0","0.5","1","1","0","0.33333","0","0.66667","0","1","1","0","1","0.33333","0","0","0"
"60","Angola","AGO",2012,"50","50","80","20","1","0","1","0.66667","1","1","1","0.66667","0","0.5","1","1","0","0.33333","0","0.66667","0","1","1","0","0.5","0.66667","0","1","0"
"61","Angola","AGO",2013,"47.77777778","60","83.33333333","0","1","0","1","0.66667","1","1","1","0.66667","0","0","1","1","0","0.66667","0","0.66667","1","1","1","0","0","0.66667","0","1","0"
"62","Angola","AGO",2014,"48.88888889","60","76.66666667","10","1","0","1","0.33333","1","1","1","0.66667","0","0.5","1","1","0","0.33333","0","0.66667","1","1","1","0","0","0.66667","0","1","0"
"63","Angola","AGO",2015,"47.77776667","40","73.3333","30","1","0","1","0.33333","1","1","1","0.66667","0","0.5","1","1","0","0.33333","0","0.33333","0","1","1","1","0","0.66667","0","0","0"
"64","Angola","AGO",2016,"42.22216667","30","66.6665","30","1","0","1","0.33333","1","1","1","0.33333","0","0.5","1","1","0","0.33333","0","0.33333","0","0","1","1","0","0.33333","0","0","0"
"65","Angola","AGO",2017,"45.5555","30","66.6665","40","1","0","1","0.33333","1","1","1","0.33333","0","1","1","1","0","0.33333","0","0.33333","0","0","1","1","0","0.33333","0","0","0"
"66","Angola","AGO",2018,"42.22223333","40","66.6667","20","1","0","1","0.66667","1","1","1","0","0","0","1","1","0","0.33333","1","0.66667","0","0","1","1","0","0","0","0","0"
"67","Angola","AGO",2019,"48.8889","40","66.6667","40","1","1","1","0.66667","1","1","1","0","0","0","1","1","0","0.33333","1","0.66667","0","0","1","1","0","0","0","0","0"
"68","Angola","AGO",2020,"45.55556667","40","66.6667","30","1","0","1","0.66667","1","1","1","0","0","0","1","1","0","0.33333","1","0.66667","0","0","1","1","0.5","0","0","0","0"
"69","Antigua and Barbuda","ATG",2004,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"70","Antigua and Barbuda","ATG",2005,"36.66666667","20","50","40","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1"
"71","Antigua and Barbuda","ATG",2006,"36.66666667","20","50","40","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1"
"72","Antigua and Barbuda","ATG",2007,"36.66666667","20","50","40","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1"
"73","Antigua and Barbuda","ATG",2008,"46.66666667","30","50","60","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","1","1"
"74","Antigua and Barbuda","ATG",2009,"44.44444444","20","53.33333","60","1","1","1","0","1","0","0","0.33333","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1"
"75","Antigua and Barbuda","ATG",2010,"42.22222222","10","56.66667","60","1","1","1","0","1","0","0","0.33333","0","0","0","1","0","0","0","1","0","0","1","1","0","0.33333","0","0","1"
"76","Antigua and Barbuda","ATG",2011,"46.66666667","20","60","60","1","1","1","0","1","0","0","0.66667","0","0","0","1","0","0","0","1","0","0","1","1","0","0.33333","0","1","1"
"77","Antigua and Barbuda","ATG",2012,"51.11111111","30","63.33333","60","1","1","1","0","1","0","0","0.66667","0","0","0","1","0","0","0","1","1","0","1","1","0","0.66667","0","1","1"
"78","Antigua and Barbuda","ATG",2013,"55.55555556","40","66.66666667","60","1","1","1","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","1","1","0","0.66667","0","1","1"
"79","Antigua and Barbuda","ATG",2014,"58.88888889","50","66.66666667","60","1","1","1","0","1","0","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0.66667","0","1","1"
"80","Antigua and Barbuda","ATG",2015,"57.7778","50","63.3334","60","1","1","1","0","1","0","1","0.66667","0","0","0","1","0","0","0","1","1","1","1","1","0","0.66667","0","1","1"
"81","Antigua and Barbuda","ATG",2016,"57.7778","50","63.3334","60","1","1","1","0","1","0","1","0.66667","0","0","0","1","0","0","0","1","1","1","1","1","0","0.66667","0","1","1"
"82","Antigua and Barbuda","ATG",2017,"54.44446667","40","63.3334","60","1","1","1","0","1","0","0","0.66667","0","0","0","1","0","0","0","1","1","1","1","1","0","0.66667","0","1","1"
"83","Antigua and Barbuda","ATG",2018,"43.33333333","10","60","60","1","1","1","0","1","0","0","0.66667","0","0","0","1","0","0","0","1","0","0","1","1","0","0.33333","0","0","1"
"84","Antigua and Barbuda","ATG",2019,"47.7778","20","63.3334","60","1","1","1","0","1","0","0","0.66667","0","0","0","1","0","0","0","1","0","0","1","1","0","0.66667","0","1","1"
"85","Antigua and Barbuda","ATG",2020,"44.44446667","30","63.3334","40","1","0","1","0","1","0","0","0.66667","0","0","0","1","0","0","0","1","0","1","1","1","0","0.66667","0","1","1"
"86","Argentina","ARG",2004,"92.22222222","100","96.66667","80","1","1","1","0.66667","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"87","Argentina","ARG",2005,"88.88888889","90","96.66667","80","1","1","1","0.66667","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
"88","Argentina","ARG",2006,"88.88888889","90","96.66667","80","1","1","1","0.66667","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
"89","Argentina","ARG",2007,"85.55555556","80","96.66667","80","1","1","1","0.66667","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1"
"90","Argentina","ARG",2008,"86.66666667","90","90","80","1","1","1","0.33333","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0.66667","1","1","1","1","1","1"
"91","Argentina","ARG",2009,"87.77777778","90","93.33333","80","1","1","1","0.66667","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0.66667","1","1","1","1","1","1"
"92","Argentina","ARG",2010,"86.66666667","90","90","80","1","1","1","0.33333","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0.66667","1","1","1","1","1","1"
"93","Argentina","ARG",2011,"85.55555556","90","86.66667","80","1","1","1","0.33333","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0.33333","1","1","1","1","1","1"
"94","Argentina","ARG",2012,"85.55555556","90","86.66667","80","1","1","1","0.33333","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0.33333","1","1","1","1","1","1"
"95","Argentina","ARG",2013,"76.66666667","70","80","80","1","1","1","0.33333","1","1","1","0.66667","1","0","1","1","1","1","1","1","0","0","0.33333","1","1","0.66667","1","1","1"
"96","Argentina","ARG",2014,"83.33333333","100","70","80","1","1","1","0.33333","1","1","1","0.66667","1","0","0","1","1","1","1","1","1","1","0.33333","1","1","0.66667","1","1","1"
"97","Argentina","ARG",2015,"95.55556667","100","86.6667","100","1","1","1","0.33333","1","1","1","0.66667","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1"
"98","Argentina","ARG",2016,"88.8889","90","86.6667","90","1","1","1","0.33333","1","1","1","0.66667","1","0.5","1","1","1","1","1","1","0","1","1","1","1","0.66667","1","1","1"
"99","Argentina","ARG",2017,"85.55556667","80","86.6667","90","1","1","1","0.33333","1","0","1","0.66667","1","0.5","1","1","1","1","1","1","0","1","1","1","1","0.66667","1","1","1"
"100","Argentina","ARG",2018,"81.1111","70","93.3333","80","1","1","1","0.33333","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1"
"101","Argentina","ARG",2019,"80","70","90","80","1","1","1","0","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1"
"102","Argentina","ARG",2020,"78.8889","60","86.6667","90","1","1","1","0.33333","1","0","1","0.66667","1","0.5","1","1","0","1","1","1","0","0","1","1","1","0.66667","1","1","1"
"103","Armenia","ARM",2004,"77.77777778","70","83.33333","80","1","0","1","0.66667","1","1","1","0.33333","0","1","1","1","0","1","1","1","1","1","1","1","1","0.33333","1","0","1"
"104","Armenia","ARM",2005,"84.44444444","90","83.33333","80","1","0","1","0.66667","1","1","1","0.33333","1","1","1","1","0","1","1","1","1","1","1","1","1","0.33333","1","1","1"
"105","Armenia","ARM",2006,"86.66666667","90","90","80","1","0","1","0.66667","1","1","1","0.66667","1","1","1","1","0","1","1","1","1","1","1","1","1","0.66667","1","1","1"
"106","Armenia","ARM",2007,"90","100","90","80","1","0","1","0.66667","1","1","1","0.66667","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1"
"107","Armenia","ARM",2008,"92.22222222","100","96.66667","80","1","0","1","0.66667","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"108","Armenia","ARM",2009,"93.33333333","100","100","80","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"109","Armenia","ARM",2010,"92.22222222","100","96.66667","80","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1"
"110","Armenia","ARM",2011,"92.22222222","100","96.66667","80","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1"
"111","Armenia","ARM",2012,"86.66666667","90","90","80","1","0","1","0.66667","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.33333","1","0","1"
"112","Armenia","ARM",2013,"88.88888889","100","86.66666667","80","1","0","1","0.66667","1","1","1","0.66667","1","1","1","1","1","1","1","1","1","1","1","1","1","0.33333","1","1","1"
"113","Armenia","ARM",2014,"87.77777778","100","83.33333333","80","1","0","1","0.66667","1","1","1","0.33333","1","1","1","1","1","1","1","1","1","1","1","1","1","0.33333","1","1","1"
"114","Armenia","ARM",2015,"93.33333333","100","80","100","1","1","1","0.66667","1","1","1","0.33333","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
"115","Armenia","ARM",2016,"92.22223333","100","76.6667","100","1","1","1","0.66667","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
"116","Armenia","ARM",2017,"91.1111","90","83.3333","100","1","1","1","0.66667","1","1","1","0.33333","0","1","1","1","1","1","1","1","1","1","1","1","1","0.33333","1","1","1"
"117","Armenia","ARM",2018,"93.33336667","100","90.0001","90","1","1","1","0.66667","1","1","1","0.66667","1","0.5","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1"
"118","Armenia","ARM",2019,"93.33336667","100","90.0001","90","1","1","1","0.66667","1","1","1","0.66667","1","0.5","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1"
"119","Armenia","ARM",2020,"94.44446667","100","93.3334","90","1","1","1","0.66667","1","1","1","0.66667","1","0.5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"120","Azerbaijan","AZE",2004,"76.66666667","70","80","80","1","0","1","0.66667","1","1","1","0","1","1","1","1","0","0.33333","0","1","1","1","1","1","1","1","0","1","1"
"121","Azerbaijan","AZE",2005,"78.88888889","70","86.66667","80","1","0","1","1","1","1","1","0","1","1","1","1","0","0.66667","0","1","1","1","1","1","1","1","0","1","1"
"122","Azerbaijan","AZE",2006,"78.88888889","70","86.66667","80","1","0","1","1","1","1","1","0","1","1","1","1","0","0.66667","0","1","1","1","1","1","1","1","0","1","1"
"123","Azerbaijan","AZE",2007,"78.88888889","70","86.66667","80","1","0","1","1","1","1","1","0","1","1","1","1","0","0.66667","0","1","1","1","1","1","1","1","0","1","1"
"124","Azerbaijan","AZE",2008,"78.88888889","70","86.66667","80","1","0","1","1","1","1","1","0","1","1","1","1","0","0.66667","0","1","1","1","1","1","1","1","0","1","1"
"125","Azerbaijan","AZE",2009,"78.88888889","70","86.66667","80","1","0","1","1","1","1","1","0.33333","1","1","1","1","0","0.33333","1","1","1","0","1","1","1","1","0","1","1"
"126","Azerbaijan","AZE",2010,"78.88888889","70","86.66667","80","1","0","1","1","1","1","1","0.33333","1","1","1","1","0","0.33333","1","1","1","0","1","1","1","1","0","1","1"
"127","Azerbaijan","AZE",2011,"76.66666667","60","90","80","1","0","1","1","1","1","1","0.66667","0","1","1","1","0","0.33333","1","1","1","0","1","1","1","1","0","1","1"
"128","Azerbaijan","AZE",2012,"74.44444444","60","93.33333","70","1","0","1","1","1","1","1","0.66667","1","0.5","1","1","0","0.66667","1","1","1","0","1","1","1","1","0","1","1"
"129","Azerbaijan","AZE",2013,"74.44444444","70","93.33333333","60","1","0","1","0.66667","1","1","1","1","1","0","1","1","0","0.66667","1","1","1","0","1","1","1","1","0","1","1"
"130","Azerbaijan","AZE",2014,"70","60","90","60","1","0","1","0.33333","1","1","1","1","1","0","1","1","0","0.66667","1","1","0","0","1","1","1","1","0","1","1"
"131","Azerbaijan","AZE",2015,"67.7778","60","83.3334","60","1","0","1","0.33333","1","1","1","0.66667","1","0","1","1","0","1","1","0.66667","0","0","1","1","1","0.66667","0","1","1"
"132","Azerbaijan","AZE",2016,"75.55556667","70","96.6667","60","1","0","1","0.66667","1","1","1","1","1","0","1","1","0","1","1","1","0","1","1","1","1","1","0","1","1"
"133","Azerbaijan","AZE",2017,"82.22223333","80","86.6667","80","1","1","1","0.66667","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1"
"134","Azerbaijan","AZE",2018,"77.77776667","80","73.3333","80","1","1","1","1","1","1","1","0","1","0","0","1","0","0.33333","1","1","1","1","1","1","1","1","0","1","1"
"135","Azerbaijan","AZE",2019,"76.66666667","80","70","80","1","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1"
"136","Azerbaijan","AZE",2020,"80","80","80","80","1","1","1","0.66667","1","1","1","0.33333","1","0","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1"
"137","Bangladesh","BGD",2004,"70","50","80","80","1","1","1","1","1","0","1","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","0","1","0"
"138","Bangladesh","BGD",2005,"72.22222222","60","76.66667","80","1","1","1","1","1","0","1","0","1","1","1","1","0","0.66667","1","1","1","0","1","1","1","0","0","1","0"
"139","Bangladesh","BGD",2006,"75.55555556","70","76.66667","80","1","1","1","1","1","1","1","0","1","1","1","1","0","0.66667","1","1","1","0","1","1","1","0","0","1","0"
"140","Bangladesh","BGD",2007,"75.55555556","70","76.66667","80","1","1","1","1","1","1","1","0","1","1","1","1","0","0.66667","1","1","1","0","1","1","1","0","0","1","0"
"141","Bangladesh","BGD",2008,"66.66666667","40","80","80","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","1","0","0","1","1","1","0","0","0","0"
"142","Bangladesh","BGD",2009,"65.55555556","40","76.66667","80","1","1","1","1","1","0","1","0","1","1","1","1","0","0.66667","1","1","0","0","1","1","1","0","0","0","0"
"143","Bangladesh","BGD",2010,"68.88888889","50","76.66667","80","1","1","1","1","1","0","1","0","1","1","1","1","0","0.66667","1","1","0","0","1","1","1","0","0","1","0"
"144","Bangladesh","BGD",2011,"68.88888889","50","76.66667","80","1","1","1","1","1","0","1","0","1","1","1","1","0","0.66667","1","1","0","0","1","1","1","0","0","1","0"
