"country_name","country_code","year","year_fct","sdg_overall","spi_comp","sci_overall","di_score","regime_type_2","regime_type_4","regch_event","aut_ep","dem_ep","income_level","income_level_lab","gini","log_gdppc","population","p1_use","p2_services","p3_products","p4_sources","p5_infra","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal13","goal14","goal15","goal16","goal17"
"Angola","AGO",2022,"2022",51.5785559842119,59.6470833333333,NA,3.96,"0","1",0,0,0,"LM","Lower-Middle Income Countries",NA,7.98265341500345,35588987,80,60.7666666666667,69.74375,47.725,40,33.081,53.25925,37.5634285714286,48.65675,46.15725,55.0122,47.58975,58.729,19.0335714285714,16.479,42.36475,94.4015714285714,94.5506666666667,67.2975,66.5306,41.8403636363636,54.2888
"Angola","AGO",2023,"2023",51.9293508530685,62.2758333333333,NA,4.18,"0","1",0,0,0,"LM","Lower-Middle Income Countries",NA,7.74420584836909,NA,80,60.7666666666667,72.8875,47.725,50,32.6725,53.25925,37.5634285714286,48.65675,50.8355,55.0684,47.58975,58.9685714285714,21.1814285714286,16.479,42.36475,94.4658571428572,94.5506666666667,67.3791666666667,66.5306,40.9445454545455,54.2888
"Albania","ALB",2004,"2004",67.4227593582888,NA,76.66666667,NA,"0","1",0,0,1,"LM","Lower-Middle Income Countries",NA,7.77215518724687,3026939,20,NA,NA,NA,NA,92.8995,43.0804285714286,75.1137857142857,88.749,37.85825,71.9222,74.45075,61.1675714285714,19.5967142857143,84.397,84.131,80.448,90.542,37.5984,71.0646,70.4039090909091,62.7638
"Albania","ALB",2005,"2005",67.80736469315,NA,77.77777778,NA,"1","2",1,0,1,"LM","Lower-Middle Income Countries",0.30595654,7.89125140372811,3011487,40,NA,65.88125,NA,NA,93.7795,42.8851428571429,75.4516428571429,88.749,38.5805,72.0556,75.48025,61.383,20.1378571428571,88.103,84.1236666666667,80.9592857142857,89.6455,37.4476,71.6068,69.6744545454545,62.6624
"Albania","ALB",2006,"2006",67.7251082251082,NA,81.11111111,5.91,"1","2",0,0,1,"LM","Lower-Middle Income Countries",NA,7.99724058349081,2992547,40,NA,64.8375,NA,NA,94.391,43.0097142857143,75.2264285714286,88.749,39.328,72.2664,73.7675,61.3685714285714,20.7064285714286,88.103,83.8443333333333,80.69,87.8725,37.443,71.8972,70.1893636363636,62.4744
"Albania","ALB",2007,"2007",68.1346895721925,NA,80,NA,"1","2",0,0,0,"LM","Lower-Middle Income Countries",NA,8.18730992239326,2970017,40,NA,71.41875,NA,NA,95.7215,43.6912857142857,75.9754285714286,91.1075,39.74375,72.5424,72.113,60.983,21.5467142857143,88.103,83.589,80.6525714285714,89.1695,38.5716,73.8118,68.2332727272727,62.7344
"Albania","ALB",2008,"2008",68.9487706518971,NA,76.66666667,5.91,"1","2",0,0,0,"LM","Lower-Middle Income Countries",0.2998467,8.38264178526904,2947314,40,NA,71.85,NA,NA,96.5285,45.5954285714286,76.5536428571429,91.0205,40.18875,72.5594,75.786,62.5368571428571,23.1975714285714,89.7915,84.9166666666667,80.7678571428571,88.9965,38.5738,74.4612,68.2097272727273,62.4452
"Albania","ALB",2009,"2009",69.3746264833206,NA,77.77777778,NA,"1","2",0,0,0,"UM","Upper-Middle Income Countries",NA,8.32218364940995,2927519,40,NA,73.05,NA,NA,96.3645,45.7507142857143,78.2590714285714,90.25975,39.6355,73.3508,78.26925,62.3224285714286,25.8612857142857,89.7915,84.9503333333333,81.0955714285714,88.993,38.577,74.4612,68.9015454545455,62.5252
"Albania","ALB",2010,"2010",70.7791634199134,NA,70,5.86,"1","2",0,0,0,"UM","Upper-Middle Income Countries",NA,8.31736317683842,2913021,60,NA,70.0125,NA,NA,96.2805,47.4404285714286,79.2407142857143,92.398,45.4165,73.2054,79.84575,62.0775714285714,25.5648571428571,89.7915,86.0753333333333,81.0087142857143,89.074,44.2478,81.287,67.8679090909091,62.4238
"Albania","ALB",2011,"2011",70.8601411637382,NA,70,5.81,"1","2",0,0,0,"LM","Lower-Middle Income Countries",NA,8.39776556538715,2905195,50,NA,72.35,NA,NA,96.164,47.4815714285714,80.3780714285714,94.19825,47.22275,73.6078,77.18125,62.3192857142857,27.2594285714286,89.7915,84.2916666666667,80.3155714285714,88.696,44.2352,81.9188,67.7754545454545,61.7858
"Albania","ALB",2012,"2012",72.0885883498854,NA,73.33333333,5.67,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.28960484,8.35411677549295,2900401,60,NA,70.53125,NA,NA,95.8255,47.8817142857143,81.4481428571429,96.589,47.70475,74.534,80.8145,62.5768571428571,31.5414285714286,93.6375,86.202,80.838,89.8655,44.2234,82.56,67.8719090909091,61.3918
"Albania","ALB",2013,"2013",72.0359104660046,NA,68.88888889,5.67,"1","2",0,0,0,"UM","Upper-Middle Income Countries",NA,8.39232437195816,2895092,60,NA,70.86875,NA,NA,94.1285,47.8681428571429,80.2277857142857,96.42875,46.38275,74.6756,83.0005,59.5682857142857,33.8024285714286,93.6375,86.318,81.1355714285714,90.0375,46.546,82.9696,66.5223636363637,61.3612
"Albania","ALB",2014,"2014",70.5322948433919,NA,75.55555556,5.67,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.34598896,8.4291558063694,2889104,50,NA,67.5375,NA,NA,91.7575,47.2092857142857,80.8302857142857,96.461,47.81475,75.2512,80.19,60.1555714285714,34.718,75.0625,87.604,80.4994285714286,89.1,44.5686,82.9696,62.4320909090909,62.4252
"Albania","ALB",2015,"2015",71.5391335752483,NA,72.22223333,5.91,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.32753733,8.28218037170033,2880703,80,NA,63.1,65.7916666666667,NA,96.5275,46.8302857142857,80.8650714285714,94.54425,49.22475,75.6502,82.57925,58.8264285714286,36.4638571428571,81.504,86.523,80.8137142857143,90.39,43.194,82.9696,66.2373636363636,63.022
"Albania","ALB",2016,"2016",71.7635598166539,64.905,82.22223333,5.91,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.33736297,8.32459227618148,2876101,100,18.1333333333333,63.1,63.2916666666667,80,96.3435,45.9357142857143,81.0192142857143,96.042,50.09775,75.8362,84.23425,59.7862857142857,35.648,78.4865,88.102,80.9758571428572,90.2295,44.3992,82.9718,66.2315454545455,63.6412
"Albania","ALB",2017,"2017",72.6621601222307,68.6583333333333,88.8889,5.98,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.33055663,8.41870505278577,2873457,100,35.9,67.375,60.0166666666667,80,96.5385,57.078,81.9482142857143,94.91725,50.35475,75.8396,80.957,61.4767142857143,37.6772857142857,81.0185,87.516,80.7155714285714,89.7205,45.1454,82.9718,66.3836363636364,64.998
"Albania","ALB",2018,"2018",74.1084061115355,78.5966666666667,82.22223333,5.98,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.30148283,8.58774286190253,2866376,100,69.7666666666667,73.775,64.4416666666667,85,97.3855,57.3942857142857,82.7133571428571,96.80275,53.45475,75.73,84.256,62.5514285714286,39.4361428571428,90.5255,87.939,80.3485714285714,89.857,45.0916,83.1502,66.2078181818182,66.999
"Albania","ALB",2019,"2019",74.475860478737,76.0429166666667,78.8889,5.89,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.30115768,8.60528249734833,2854191,100,69.7666666666667,72.70625,62.7416666666667,75,98.336,57.963,83.159,94.9385,54.745,75.8542,84.2145,63.1221428571429,39.9798571428571,90.1505,87.8493333333333,80.1002857142857,90.012,49.3148,82.9116,66.1569090909091,67.282
"Albania","ALB",2020,"2020",74.8734252482811,81.3175,87.7778,6.08,"1","2",0,0,0,"UM","Upper-Middle Income Countries",0.2941963,8.58872817196422,2837849,100,68.6333333333333,78.2625,64.6916666666667,95,98.22,58.4661428571429,82.7755714285714,93.91725,54.746,75.8088,86.5825,62.1738571428571,42.0275714285714,92.449,89.222,79.806,90.7515,49.6678,82.9116,65.5636363636364,67.759
"Albania","ALB",2021,"2021",74.8986948943213,85.7804166666667,NA,6.11,"1","2",0,0,0,"UM","Upper-Middle Income Countries",NA,8.76612663188289,2811666,100,68.6333333333333,87.24375,73.025,100,98.3675,58.0791428571429,82.2703571428572,91.7,55.17625,75.503,88.524,63.1367142857143,44.304,92.449,89.1393333333333,79.4181428571429,89.6305,49.7238,82.9116,64.5592727272727,68.3852
"Albania","ALB",2022,"2022",74.8852476572447,84.42625,NA,6.41,"1","2",0,0,0,"UM","Upper-Middle Income Countries",NA,8.83148206415842,2775634,100,69.7666666666667,80.05625,72.3083333333333,100,98.5185,57.9004285714286,82.1022142857143,90.5895,58.1165,75.4516,87.84175,63.4954285714286,45.745,92.449,88.8916666666667,79.3142857142857,89.5655,49.7294,82.2742,62.6846363636364,68.3796
"Albania","ALB",2023,"2023",75.0285013623631,85.0770833333333,NA,6.28,"1","2",0,0,0,"UM","Upper-Middle Income Countries",NA,9.05662622915278,NA,100,69.7666666666667,84.14375,76.475,95,98.632,57.9004285714286,82.4892857142857,90.5895,58.132,75.3298,87.84175,63.9442857142857,48.4044285714286,92.449,88.8916666666667,79.1077142857143,89.5655,49.186,82.2742,62.3673636363636,68.3796
"United Arab Emirates","ARE",2004,"2004",59.6054126319759,NA,NA,NA,"0","0",0,0,0,"H","High Income Countries",NA,10.4156137870412,4068577,20,NA,NA,NA,NA,99.8135,65.709125,76.0909230769231,90.838,38.316,57.848,66.10175,56.1582857142857,43.7588571428572,84.3325,70.1605,39.6098571428571,16.3603333333333,66.4428333333333,32.66325,71.1297,37.9586
"United Arab Emirates","ARE",2005,"2005",60.2462134938591,NA,NA,NA,"0","0",0,0,0,"H","High Income Countries",NA,10.5640938199008,4588222,20,NA,30.86875,NA,NA,99.7925,64.874125,77.1234615384615,90.5205,38.7795,57.8546,67.11875,57.3514285714286,45.5932857142857,84.3325,70.935,39.5474285714286,16.3603333333333,69.5981666666667,35.31575,71.1297,37.9586
"United Arab Emirates","ARE",2006,"2006",60.1615796972635,NA,NA,2.42,"0","0",0,0,0,"H","High Income Countries",NA,10.6997012281746,5300172,20,NA,29.575,NA,NA,99.7925,65.092125,77.8993846153846,87.005,39.53225,57.861,67.373,54.7385714285714,47.358,84.3325,71.12075,40.6088571428571,16.3603333333333,69.6298333333333,35.12825,70.9559,37.9586
"United Arab Emirates","ARE",2007,"2007",61.0554443923723,NA,NA,NA,"0","0",0,0,0,"H","High Income Countries",NA,10.7332336898063,6168846,20,NA,29.4625,NA,NA,99.785,63.194625,78.7006153846154,82.053,51.146,57.8676,67.9195,55.8341428571429,48.3274285714286,84.3325,70.0365,42.2101428571429,16.3603333333333,69.3601666666667,41.9005,70.9559,37.9586
"United Arab Emirates","ARE",2008,"2008",60.9036516321913,NA,NA,2.6,"0","0",0,0,0,"H","High Income Countries",NA,10.8208610993545,7089486,20,NA,30.0875,NA,NA,99.781,62.490875,79.5315384615384,82.053,51.834,57.8742,67,55.62,48.5481428571429,84.3325,68.11575,42.5795714285714,16.3603333333333,68.6136666666667,41.713,70.9559,37.9586
"United Arab Emirates","ARE",2009,"2009",60.8208071536307,NA,NA,NA,"0","0",0,0,0,"H","High Income Countries",NA,10.540145499217,7917368,20,NA,31.4375,NA,NA,99.646,61.704,80.0947692307692,75.49425,52.439,57.881,66.77125,56.7981428571429,48.9322857142857,84.3325,69.51,44.8308571428571,16.3603333333333,68.6568333333333,41.588,70.9559,37.9586
"United Arab Emirates","ARE",2010,"2010",61.5941257002801,NA,NA,2.52,"0","0",0,0,0,"H","High Income Countries",NA,10.6850272056424,8549998,40,NA,31.325,NA,NA,99.4515,62.732125,81.148,77.2695,53.02025,57.888,66.72875,58.5547142857143,49.8022857142857,84.3325,69.63375,47.8404285714286,18.881,69.4398333333333,41.463,70.9559,37.9586
"United Arab Emirates","ARE",2011,"2011",62.0067469887955,NA,NA,2.58,"0","0",0,0,0,"H","High Income Countries",NA,10.8354360697832,8946778,40,NA,31.95625,NA,NA,99.484,63.714375,81.672,80.236,53.56825,57.895,66.60175,58.5382857142857,52.5421428571429,84.3325,68.7355,47.8614285714286,19.0436666666667,69.648,41.2755,71.0077,37.9586
"United Arab Emirates","ARE",2012,"2012",62.5706755279035,NA,NA,2.58,"0","0",0,0,0,"H","High Income Countries",NA,10.8596617826807,9141598,40,NA,32.85,NA,NA,99.398,64.361625,82.4586923076923,83.155,51.652,57.902,66.77975,58.8145714285714,57.9362857142857,84.3325,66.87675,47.1321428571429,19.3083333333333,70.5633333333333,42.4095,72.6624,37.9586
